Age,Sex,Occupation,Fee Structure ID,Loyalty Classification,Banking Relationship,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Contact_to_Meeting_Days,Bank_Joined_Days,Nationality
78,F,Marketing Manager,H,Jade,Commercial,294401.25440000003,17782.4,1,5760.921600000001,1008739.0208000002,495278.9237760001,115946.06600191996,45112.52480000001,1579399.9872000003,1,-157,11553,Indian
37,M,Web Developer IV,MR,Platinum,Investments Only,22120.8064,13692.28,1,2942.4500000000003,620598.3,172643.632,396217.1354400001,1713.6000000000001,402013.15,2,-110,5179,European
41,F,Budget/Accounting Analyst IV,MR,Jade,Retail,372350.0892,61300.799999999996,1,7998.834200000001,250994.47440000004,482633.25112800003,379901.31624504004,9656.1574,1735367.3744,0,-334,4232,Asian
71,F,Product Engineer,MR,Jade,Commercial,511043.92800000013,74194.47,2,10915.6425,568505.2149,437981.4042450001,333264.03213914996,82615.0248,1467073.4841000002,0,-37,12992,European
42,F,Mechanical Systems Engineer,H,Jade,Investments Only,143704.176,22279.95,1,2077.152,876345.2544,328003.97414400004,206173.92660479998,21817.487999999998,1015410.2112,0,-217,12002,European
78,F,Geologist II,MR,Jade,Commercial,93560.1975,9736.3,2,1875.3,462439.6699999999,191098.1772,113862.663915,7919.152499999998,92110.48,3,51,9608,European
68,M,Actuary,L,Jade,Commercial,89107.5654,49996.64,1,4900.233200000001,447081.6922,656535.932648,1414641.8360527202,32874.4106,2058655.6001999998,3,-13,11045,European
44,F,Health Coach I,H,Platinum,Retail,74607.5112,22878.679999999997,3,4016.5986,470549.51369999995,114038.04652799999,250145.80911935994,33777.027899999994,945463.4868,3,87,9622,European
49,F,Safety Technician II,L,Gold,Retail,77904.1065,33876.06,3,3863.7396,182644.0764,450865.11607200006,124644.22955711998,44133.36000000001,267832.11,0,-414,8344,European
21,F,Product Engineer,H,Jade,Retail,123963.048,43109.22,2,158.32319999999999,440826.5658,92351.71429799999,77124.42001026,15937.633199999998,114037.5858,2,201,9476,Asian
20,F,Office Assistant II,H,Jade,Investments Only,81361.422,21465.02,1,2307.7516,241077.45200000002,162752.143092,169395.087708,43737.47840000001,123926.3564,3,-62,12316,Asian
31,M,Human Resources Manager,MR,Silver,Institutional,148433.59999999998,30624.0,2,3147.6800000000003,194129.044,198615.07304000002,152164.77370000002,10127.784,992851.1960000001,3,-384,10671,European
20,F,Programmer IV,L,Gold,Private Bank,292133.5263,31322.83,1,4422.495,965371.0989999999,32885.80757,38636.37986669999,39582.004,1066529.541,1,253,8082,Asian
53,M,Environmental Tech,MR,Silver,Private Bank,62973.427500000005,10720.35,2,5428.0125,146974.29750000002,136923.69600000003,78559.97058,56302.49250000001,1042143.7725000002,1,-211,9101,Asian
33,M,Environmental Specialist,H,Silver,Investments Only,53296.275299999994,7048.139999999999,1,469.58689999999996,329439.0552,220648.83814399998,90704.56292351997,10565.5312,769853.4346999999,3,-416,4451,Indian
28,M,Pharmacist,MR,Platinum,Retail,337917.67,36312.85,1,3451.986,851734.6545,388064.50136999995,359052.0600771,61148.515499999994,1893392.8754999998,0,118,8830,European
72,F,Media Manager II,L,Gold,Retail,46797.8868,10413.27,1,8042.4792,95282.5734,751318.06932,226551.29474880002,12126.2967,1603067.0040000002,2,-123,7556,Asian
55,M,Graphic Designer,H,Silver,Institutional,42230.5353,11345.130000000001,2,1409.967,156919.113,6684.170220000001,18906.652908000004,6942.604500000001,394470.999,1,9,6357,Asian
51,M,Accounting Assistant II,MR,Platinum,Retail,74824.1676,16606.72,1,933.4676000000001,264724.3768,172013.615072,64772.023330560005,10286.4242,511396.7768,3,-446,3185,Indian
51,F,Administrative Officer,L,Silver,Retail,104795.32329999999,11208.98,3,3380.5996,203424.74039999998,242748.554461,172063.46690778,9191.8813,264968.32739999995,0,-475,8678,Pacific Islander
62,M,Pharmacist,MR,Jade,Retail,50240.7136,33252.56,3,982.665,1077165.27,278487.4176,90707.33030400003,53554.851,1521878.733,1,-137,7388,Indian
63,F,Associate Professor,MR,Jade,Investments Only,253693.56800000003,16016.640000000001,1,1189.4528,259315.60960000003,186415.376,141675.68576,44948.4032,897772.4032,3,-323,6244,European
42,F,Web Designer II,H,Jade,Retail,407571.3664,37277.68,1,812.0288,1194138.9504,63786.675744,13914.945190080001,44412.2272,1094267.504,3,-207,12858,European
47,M,Automation Specialist IV,H,Jade,Private Bank,146540.95560000002,22887.92,2,2192.2704,623315.9088,131932.47542399997,226021.16184480002,31531.910399999997,141891.8112,0,-12,9047,Pacific Islander
51,M,Environmental Specialist,H,Gold,Investments Only,93928.09509999999,19666.64,1,2922.8745,446821.2294,307630.869,173080.18728,4099.158700000001,256757.2462,2,-255,5459,Maori
52,F,Senior Financial Analyst,H,Gold,Commercial,146449.5984,46244.43,2,940.4659999999999,414681.40719999996,129385.21415999999,62104.902796799994,41933.224799999996,2273413.1555999997,2,133,12000,Indian
19,M,Staff Accountant IV,L,Platinum,Private Bank,149706.4608,36166.32,1,1326.96,1089480.6719999998,44336.31228,32658.578503200002,31755.384,1158408.0359999998,2,-404,3174,European
31,M,Electrical Engineer,H,Jade,Private Bank,26707.692,8541.26,2,219.4918,144677.6052,136369.99975199997,160072.4044708,12880.5142,55336.3714,2,-170,12857,Maori
27,F,Account Representative III,H,Jade,Retail,156845.1642,50036.270000000004,2,4489.1742,1275318.5685,982895.0714310001,396254.82126321003,98999.39430000001,1615706.4204000002,1,-132,7362,Pacific Islander
81,M,Database Administrator IV,MR,Silver,Retail,164004.75,3279.5,1,1416.0,892576.0,189986.77500000002,277726.122,29947.0,463893.5,3,74,3725,Pacific Islander
80,F,Speech Pathologist,H,Gold,Commercial,185865.9453,17603.16,1,2595.5685000000003,1092209.2119,707789.2020480001,382206.16910592,34482.6453,179563.9008,3,160,3254,Indian
42,M,Research Assistant III,H,Platinum,Commercial,413015.12039999996,53907.38,1,3046.9284,483023.8332,47007.32032800001,9286.8120648,41929.0506,1116113.418,2,-69,4495,European
53,F,Software Test Engineer I,MR,Silver,Private Bank,114440.9484,39806.56,1,3792.4112,220084.7468,294198.91696,498667.16424719983,22989.6688,593855.7128,1,167,4407,Maori
49,M,Editor,H,Gold,Retail,163181.1456,32889.56,1,3657.2448,599145.3776,235154.03912,122822.76350959997,5290.647999999999,257602.63759999996,0,63,4368,European
51,M,Accountant III,H,Silver,Investments Only,128079.3657,31635.53,1,6381.3204000000005,183650.2824,382533.030828,210004.15031388003,42183.9288,610424.646,3,-79,3525,Pacific Islander
35,M,Software Test Engineer III,H,Jade,Private Bank,181474.5075,37963.25,3,4394.0,926943.875,351766.74,49247.3436,70674.11000000002,1686633.5200000003,1,24,4565,Indian
26,M,GIS Technical Architect,MR,Jade,Retail,246394.30079999997,35706.54,1,4524.5568,339448.248,506889.758336,500651.1151564801,19861.1952,431800.1632,0,321,9032,Indian
82,M,Programmer Analyst II,H,Platinum,Retail,139337.04720000003,9522.630000000001,1,304.59000000000003,553308.327,71163.29220000001,137243.4921,37847.667,927484.2720000001,2,46,3448,Asian
45,M,Programmer Analyst II,H,Platinum,Investments Only,396219.01410000003,7217.21,2,8639.904,1377169.2480000001,755421.9472800001,202361.51557439996,69776.616,687064.56,2,213,4859,European
74,M,Safety Technician IV,MR,Jade,Commercial,86385.43199999999,11743.34,1,2450.3723999999997,994548.8056,699700.34316,110516.77215039995,36387.2628,1140703.7711999998,2,-1,12329,Asian
69,F,Staff Accountant I,H,Gold,Institutional,71898.2433,14226.300000000001,1,2691.5625,622949.7375,351753.54637500003,73548.46878750001,21108.2625,671717.8125,3,-373,7847,Pacific Islander
39,M,Budget/Accounting Analyst III,H,Gold,Retail,56041.920000000006,10032.32,1,2562.9696000000004,51079.430400000005,105434.333312,172342.39131648003,21220.9664,401454.44800000003,2,58,8062,Indian
69,M,Accounting Assistant I,MR,Jade,Retail,82530.06999999999,45451.7,1,3140.5289999999995,727372.6109999999,326688.25643999997,162841.53090239997,33681.185999999994,538444.1159999999,0,-327,5306,Asian
58,M,Media Manager I,H,Jade,Institutional,150098.3736,5591.88,1,2055.5262,956521.44,359536.262652,536222.6545838399,49878.63719999999,466198.1982,3,153,5555,European
44,M,Senior Cost Accountant,H,Gold,Institutional,156938.2912,46310.4,1,4860.3072,723968.64,828678.9265920002,260406.07481087995,53990.112,587197.2672,3,-163,12022,European
81,M,Research Assistant III,H,Gold,Investments Only,53693.88940000001,10342.61,1,129.204,653263.3198,422390.364674,118725.94034080004,28402.2693,77920.42009999999,2,214,11532,Pacific Islander
62,F,Quality Engineer,H,Jade,Private Bank,133956.9024,66262.14,3,2796.7716,603502.592,926364.1634339999,403706.81731102,68102.2304,579642.7777999999,0,-181,4313,Asian
80,F,Safety Technician I,L,Jade,Retail,254879.1414,44810.67,1,8013.004499999999,824821.2045,593368.5259949999,531125.3785743,42845.412,1274763.0629999998,2,-177,7742,European
50,M,Account Representative IV,H,Gold,Commercial,276078.131,28839.579999999998,1,3502.8945,316820.3787,105953.89265999997,55398.74959080002,4418.6813999999995,301499.1063,2,1,5342,European
70,F,Senior Cost Accountant,MR,Silver,Retail,99008.0,13014.800000000001,1,1651.68,266807.7,35744.20280000001,16649.880272000002,24105.600000000002,1040611.1000000001,1,216,9469,European
28,F,Project Manager,H,Jade,Private Bank,135470.9475,24159.8,1,1588.1039999999998,172132.98899999997,206762.52407999994,270462.97830719996,38316.38999999999,661025.1059999999,3,-196,4436,European
55,M,Engineer II,L,Jade,Retail,212962.8528,11049.019999999999,2,1721.2742999999998,1020310.4487,129737.96324699999,113900.14018647,10271.7546,227929.55339999998,1,-541,13093,European
38,M,Operator,H,Jade,Commercial,503138.53439999995,55930.0,1,1173.59,121454.674,528277.5795,218354.73286000002,24233.858,1022501.9199999999,3,-288,9563,European
31,F,Engineer II,L,Jade,Private Bank,128959.85970000002,25110.870000000003,1,3790.9734,806945.2407,181912.68100799999,85600.02267431999,41412.811400000006,797732.5687000001,0,-412,3364,Asian
34,F,Marketing Assistant,H,Platinum,Retail,132501.19679999998,14717.4,2,3371.379,133394.915,68738.18328,166293.528012,11044.073,795994.892,1,-53,10561,European
45,M,Structural Analysis Engineer,L,Gold,Investments Only,41442.0989,2332.13,1,896.52,220650.095,53797.8464,34734.696480000006,7419.85,75226.46,0,-131,8823,European
73,M,Librarian,L,Silver,Retail,53797.0752,10630.4,3,2190.2276,598368.7204000001,383036.6659680001,72776.96653391996,27516.016,653279.0924,1,-341,7515,European
75,M,Web Developer IV,H,Silver,Retail,514507.7924999999,47984.5,1,3730.4219999999996,1236855.4829999998,791393.3245600001,786017.8227328,12251.731999999998,750199.629,1,-189,11663,European
27,F,Research Assistant IV,MR,Platinum,Retail,33978.42,19861.449999999997,1,1037.1375,657151.11,136760.612625,179682.404895,19459.44,316231.96499999997,0,-32,6662,Indian
51,M,Accountant I,MR,Jade,Retail,104500.24649999998,16395.899999999998,1,4071.0130000000004,1156725.661,164114.11919499998,220755.66790095,17851.195,499874.1319999999,3,-355,4947,European
46,M,Help Desk Operator,MR,Jade,Retail,96229.965,57912.0,1,10491.438999999998,838614.495,499403.28041999997,1176170.3925527995,35061.517,1283849.912,2,-148,3463,European
63,M,Senior Editor,L,Jade,Retail,92773.7499,4323.54,1,3337.9094999999998,195565.5615,1382146.1007899998,508084.693389,31080.7395,1310289.369,2,171,8461,Indian
85,F,Marketing Assistant,H,Silver,Retail,69441.37199999999,4001.1899999999996,1,1463.0849999999998,31365.791299999993,109895.78073599999,32480.30852864,7873.8983,374900.4002,3,-274,9929,European
36,M,Engineer IV,H,Jade,Private Bank,159584.9204,29373.760000000002,1,5558.2076,674240.1930000001,384316.91001,339210.24109830003,43670.835999999996,316959.2096,3,-512,11668,European
39,F,VP Product Management,MR,Silver,Retail,36326.863300000005,18414.0,1,3041.2829,751165.6065999999,334611.488008,136712.69367184,12228.889299999999,631723.0685,3,-331,11103,Indian
46,F,Senior Cost Accountant,H,Jade,Investments Only,181136.14349999998,30762.96,2,2454.6059999999998,256129.104,558891.073125,137859.79803749998,43285.011,1123611.8354999998,0,-181,9453,European
58,M,Web Developer IV,L,Jade,Investments Only,141030.81720000002,23341.14,1,4405.6269999999995,1036262.0789999999,218963.4408,287684.2745279999,25856.945,1771415.7019999998,2,-127,12584,Indian
28,M,Research Associate,L,Jade,Retail,387437.2675,17359.55,1,5189.0715,375623.84849999996,304043.73894,259987.2050034,56830.575,111184.5645,2,19,4276,European
80,F,Computer Systems Analyst III,H,Platinum,Retail,156417.85589999997,7530.169999999999,2,2824.7076,417821.9166,207927.56753999996,278523.9273762,11971.1295,670583.5982999998,2,-340,9100,Asian
35,M,Programmer II,L,Jade,Retail,212764.9545,41923.369999999995,1,11015.8062,134687.9301,491238.046617,475358.49115658994,93046.1958,2889635.1699,2,69,5641,European
53,F,Automation Specialist IV,H,Jade,Private Bank,49412.966400000005,4016.32,2,764.0248000000001,664358.2736000001,47023.01452800001,14446.515018880003,20289.348800000003,823954.9584000001,1,-137,11051,Maori
32,F,Automation Specialist IV,H,Jade,Retail,152124.8256,31244.16,1,7548.223999999999,302888.81919999997,278589.84384,315602.49452159996,26011.3536,1038657.5231999999,2,-449,5353,European
48,M,Account Coordinator,H,Jade,Retail,129188.72069999999,48889.95,1,7174.2819,118555.0272,475822.53306,630804.7295424,16776.3426,847056.3855000001,1,41,3955,Indian
64,M,Geologist IV,H,Jade,Investments Only,281404.06,51578.799999999996,3,3347.1899999999996,68567.73,382481.66880000004,115700.70481199997,904.5959999999999,495709.36799999996,3,-306,4356,Indian
47,M,Statistician I,MR,Gold,Retail,42385.16159999999,8084.5199999999995,1,2287.9584,540733.6116,0.0,0.0,20014.0668,308688.6348,3,-157,12663,Asian
36,F,Accounting Assistant III,H,Jade,Commercial,143843.288,17099.12,1,2546.8360000000002,283138.004,785087.6653600001,136357.33135200004,18521.601,177708.12,3,168,4756,European
23,M,VP Quality Control,L,Jade,Commercial,215594.52039999995,7002.19,1,1351.8332000000003,733193.0136,45987.4242,18783.595800000003,22722.3292,69448.3048,3,-143,10501,Pacific Islander
55,M,Account Coordinator,H,Silver,Commercial,444732.6378,24804.57,2,5173.2288,1463959.2833999998,335364.92127,356604.69961709995,2051.0424,487926.9197999999,1,-365,7887,European
64,F,Account Representative III,L,Platinum,Commercial,62223.125,5403.25,1,1817.38,19043.33,154943.37075,54451.52743500001,17116.925,462183.4525,2,-83,9925,Asian
26,M,Associate Professor,L,Silver,Retail,196715.22359999997,8588.72,1,3537.7999999999997,48536.46,295120.2233,290498.529237,23872.31,1159400.76,2,-177,6875,Indian
17,M,Systems Administrator II,MR,Gold,Private Bank,310375.3664,4999.28,1,3255.604,112540.472,399501.11739999993,845800.9371239999,85558.52799999999,1600952.6279999998,1,133,9950,European
61,M,Software Test Engineer I,H,Silver,Commercial,238755.4125,18611.45,1,4041.8235,1129042.7719999999,547469.6255600001,298160.38068959996,17732.429,1508409.474,0,280,9585,European
24,M,Engineer I,MR,Jade,Commercial,231471.25439999995,34530.6,1,687.648,204679.248,442656.5052,176381.59207199997,41004.888,771748.992,0,96,12177,European
20,M,Environmental Specialist,L,Jade,Institutional,271912.2208,47987.28,2,481.8,498543.5136,357452.94464,284175.09098880005,265.9536,2400841.52,1,49,5525,Indian
80,M,Safety Technician I,MR,Gold,Retail,126670.72,39311.0,1,3014.1448,347595.6444,396467.05186,298431.56267280004,41444.2668,1105772.336,3,237,5263,Asian
28,F,Research Associate,H,Jade,Investments Only,135342.0969,34214.11,1,5969.935200000001,1170851.5424000002,367182.586992,272317.05304128,40414.440800000004,1378300.6128,0,-318,7433,European
25,F,Computer Systems Analyst IV,H,Gold,Commercial,133539.25670000003,21502.92,2,2129.0984,0.0,126714.95264999999,353534.7178935,18185.6961,550483.5765,0,17,4887,Asian
58,F,Software Test Engineer I,H,Platinum,Retail,168781.14250000002,66158.9,1,131.1975,1150087.281,215605.84814999998,251540.15617500004,74636.3835,3207843.849,1,-273,6247,Asian
67,M,Web Developer III,H,Platinum,Commercial,329938.2948,23935.52,2,4935.195999999999,320711.888,578008.4037,313159.77692999993,41533.786,467754.0,0,-157,4147,Pacific Islander
63,F,Developer IV,MR,Silver,Investments Only,312138.72,50900.4,1,4689.504,642511.296,329055.21791999997,255466.50554879996,70299.8784,2739484.5696,3,-536,5132,European
21,F,Data Coordiator,H,Jade,Investments Only,214088.86439999996,45225.68,1,9075.064,1117489.891,106604.62217999999,79496.58968280001,36316.252,289815.528,1,-130,6268,Indian
58,M,Media Manager IV,H,Gold,Retail,441082.4844,27620.739999999998,2,1212.1651999999997,748824.4395999999,395563.54936799995,654609.4347467999,46764.15879999999,1633122.5415999996,1,-419,6189,European
51,M,Health Coach III,L,Jade,Retail,158330.4228,59844.159999999996,2,5084.3472,604161.3683999999,191638.813696,219513.55023359996,19726.0316,1227061.5052,3,-373,9545,European
35,F,Junior Executive,H,Jade,Retail,100215.75,25225.0,2,974.0999999999999,523111.19999999995,12783.456,18114.90912,5793.3,118789.2,1,84,10708,Maori
68,M,Automation Specialist IV,MR,Jade,Commercial,402994.1279,18494.84,2,987.7140000000002,1850625.9135000003,1716707.5707600005,569224.089252,82132.596,3119550.9345000004,3,-115,11592,Asian
46,F,Analyst Programmer,L,Platinum,Commercial,70434.00000000001,29576.960000000003,3,4446.1872,410803.14240000007,333648.83983199997,198384.31837224003,23860.1328,990659.8128000001,0,-407,11419,Indian
65,M,Senior Financial Analyst,L,Jade,Retail,426222.38399999996,25667.879999999997,2,7175.7336000000005,1282622.9808,558575.584728,322175.03641176,70054.8912,1080812.04,2,-418,7618,Indian
80,F,Accountant IV,H,Gold,Retail,326034.0138,14790.87,2,6771.9843,1331344.7136000001,938731.6008,225295.584192,41971.6188,1218304.7262,2,289,12635,European
37,M,Developer IV,MR,Jade,Retail,129752.44840000001,5854.88,1,1335.6468,315975.6468,11004.518268,12899.021609039999,10561.9404,295619.2254,2,53,4892,Indian
51,M,Editor,H,Gold,Retail,401797.8999,34974.18,1,4459.536,1464990.624,766856.3868000001,549910.241244,1841.94,1513425.384,2,-205,11812,European
57,M,Accounting Assistant I,MR,Gold,Retail,354870.2856,18874.44,1,5838.3336,861398.5835999999,282351.9062,349713.00382199994,34401.8748,352937.2576,2,-40,13144,Asian
27,F,Junior Executive,H,Jade,Retail,385996.9783,61463.58,1,2298.0152000000003,639113.1916,528995.2733,98433.29769,33124.4472,965780.1192000001,3,-153,3396,Indian
31,F,Accountant I,H,Silver,Commercial,62697.39840000001,6794.4800000000005,2,5844.518400000001,1398294.5536000002,90306.651456,117180.66532032003,30112.140800000005,284386.7712,1,-347,8097,Asian
24,F,Web Designer I,MR,Jade,Institutional,96671.07239999999,18183.899999999998,1,771.3258,174294.1074,83671.89137999999,181568.0042946,38277.745800000004,460135.4226,3,-160,3356,Asian
81,F,Marketing Manager,H,Gold,Retail,36835.635200000004,13692.28,1,947.0720000000001,315059.22560000006,90160.562688,122414.77688832,7164.953600000001,111986.20160000001,3,36,12577,European
79,F,Systems Administrator I,H,Jade,Private Bank,218888.3088,26806.8,1,8544.4272,1424013.9552,431812.71763200004,245879.24156927996,95534.3088,1383168.0816,1,-499,10522,European
69,M,Safety Technician IV,H,Jade,Retail,63676.050899999995,24191.09,1,9553.0358,920096.1,293291.21051999996,437981.5410431999,39903.632999999994,2453030.8726,1,235,7871,Indian
38,F,Health Coach IV,MR,Jade,Retail,140115.83040000004,42267.12,1,6843.401600000001,120706.43200000002,252167.34793599998,114718.87157472003,74845.6128,2123424.5536,1,-334,7961,Maori
19,F,Account Coordinator,MR,Silver,Retail,148213.62149999998,46366.1,2,5666.9976,251193.4128,194015.13417,56363.883849900005,48422.513699999996,449261.7426,3,-125,4454,European
64,M,Internal Auditor,MR,Jade,Retail,221981.8125,34944.75,2,5115.150000000001,376658.91000000003,262203.14790000004,496243.7354699999,24860.52,1248586.6500000001,2,117,5341,Maori
48,F,Help Desk Technician,MR,Jade,Private Bank,71822.3367,2133.8199999999997,3,1422.4615999999999,325091.9836,22156.212512000002,14274.931204159997,12464.942399999998,371283.63599999994,3,-98,9743,Asian
40,F,Human Resources Manager,H,Silver,Investments Only,257023.82789999997,9653.49,3,5757.695999999999,491066.60399999993,738771.2740799999,567070.6400352,6308.063999999999,1904155.3439999998,1,-383,10910,Asian
73,M,Senior Financial Analyst,L,Silver,Retail,47361.006400000006,22384.79,1,2098.8612000000003,519939.71280000004,104973.017904,22129.447017600007,11768.8896,608738.3820000001,3,-248,7342,European
83,F,Registered Nurse,MR,Jade,Commercial,112050.55680000002,16531.2,1,2087.568,611149.2576,464328.74880000006,181088.212032,11028.9984,822936.5423999999,1,166,8890,European
84,F,Systems Administrator III,MR,Jade,Retail,67982.46389999999,8794.05,1,3555.4595999999997,1042319.0231999999,418409.995206,151194.93386088,61585.591199999995,148679.47499999998,2,-208,9875,European
17,F,Cost Accountant,L,Jade,Private Bank,353467.7757,4487.8099999999995,2,3036.9534,909814.5264,217980.94601400004,228098.55218747997,26363.4228,763016.5764,3,-296,5627,Asian
43,F,Staff Accountant IV,L,Silver,Retail,282954.63,18883.899999999998,1,4110.575,372766.69499999995,32414.361839999994,29965.276723199997,16825.178999999996,171225.34799999997,3,-168,5406,European
72,F,Office Assistant IV,L,Jade,Retail,215582.0544,31198.120000000003,1,7470.4000000000015,0.0,494426.87840000005,218308.48323200003,73963.14240000001,1412228.1152000001,3,-580,5659,Maori
29,F,Health Coach II,MR,Gold,Retail,125473.52999999998,35375.15,2,8807.259999999998,811683.0399999999,1092478.9574999998,453282.9358750001,44597.55999999999,2919601.3699999996,1,185,4262,Indian
54,F,Administrative Assistant IV,H,Jade,Investments Only,215060.44629999998,30716.63,2,1391.1589999999999,348258.1214,107077.88327600001,52385.79520271999,6188.6951,1071917.6642999998,2,69,5999,Asian
60,M,Database Administrator I,H,Silver,Investments Only,88444.06799999998,3905.7999999999997,3,4093.892,88278.92700000001,448658.76869,92927.67921360003,42047.412,1626845.055,1,-383,11268,European
68,F,Biostatistician III,MR,Silver,Commercial,218904.13359999997,19883.559999999998,1,4424.849,354944.9026,424940.719714,229988.32422071995,13695.371799999999,181543.7062,1,66,4576,European
48,F,Systems Administrator II,H,Jade,Commercial,202276.0556,6943.759999999999,2,1574.3519999999996,586072.0432,638604.5228639998,127803.84022511999,13086.6328,1527720.9047999997,3,-166,5422,European
55,M,Administrative Assistant IV,H,Silver,Investments Only,43011.5625,19921.5,2,848.54,165875.79499999998,5513.335,19682.605949999997,10782.779999999999,254816.76499999998,2,-200,6288,Maori
36,F,Assistant Manager,MR,Gold,Institutional,202863.468,43941.96,3,740.5962,878129.715,32962.129872,15511.590527999999,23859.2802,263453.748,0,28,6577,Indian
85,F,Budget/Accounting Analyst IV,MR,Gold,Private Bank,310932.9888,8570.52,1,3439.7664000000004,179299.1088,289877.842464,767802.24660384,5633.7456,940255.7472,0,-302,7659,Asian
40,F,Accounting Assistant IV,H,Silver,Investments Only,140387.59709999998,55330.299999999996,1,332.28,1267435.2,988135.7656500001,1042762.8938264998,32027.745,2487114.735,2,-192,6681,Asian
39,F,Associate Professor,H,Silver,Commercial,262799.91359999997,58301.88,1,8892.618,1557602.4324,61514.82581999999,62844.876108,87239.0232,1867597.4687999997,1,-253,8429,European
19,F,Geological Engineer,MR,Jade,Retail,115893.2241,3897.32,1,2213.6635,479711.4995,16776.86892,19924.5290888,169.136,409422.0375,0,-188,9863,European
68,F,Database Administrator III,MR,Jade,Commercial,136105.536,42499.799999999996,1,8163.019199999999,1495245.9648,588509.062176,811103.9603990399,56098.4928,273110.64479999995,0,-152,6113,European
33,M,Speech Pathologist,L,Jade,Investments Only,172611.6535,20654.19,2,691.1819999999999,62672.07,24800.776835999997,28723.808808239995,22005.813299999998,193132.1823,0,-602,3846,Asian
40,M,Safety Technician I,L,Jade,Retail,238307.9872,31326.96,2,5725.295999999999,109711.87199999999,988564.1915999998,116883.17794800007,2954.52,432897.3839999999,3,-58,6897,European
20,F,Automation Specialist III,H,Jade,Investments Only,23597.6832,4617.34,3,1786.928,309177.8976,46187.286288,65017.487620800006,15891.9904,260989.41440000004,0,42,12115,European
77,M,Accounting Assistant III,L,Gold,Retail,183024.4122,22223.25,1,1303.2328,235700.94319999998,818492.7485279999,436441.45590864005,78315.0816,1728187.6208,3,167,3888,Pacific Islander
62,M,Account Representative I,MR,Silver,Private Bank,40981.626,5466.719999999999,2,2242.779,0.0,172619.76740399998,174618.52260551997,3762.2886,285859.4298,1,-233,4418,Indian
85,F,Media Manager IV,MR,Gold,Retail,91420.58380000001,42986.58,2,5813.5168,375074.9184,272301.99360000005,170084.014464,45547.1744,2725502.7072,0,-219,11018,European
59,F,Account Representative III,MR,Silver,Retail,376968.375,12973.5,1,10157.22,1144147.98,264589.668,306506.24172,12775.365,1491093.255,3,-210,9694,Indian
71,F,Design Engineer,L,Silver,Private Bank,327029.2179,25006.88,1,2560.8765,549067.8648,796042.9131200002,159208.58262399992,15846.2122,1509686.8514,3,28,8780,European
43,F,Programmer Analyst I,H,Silver,Investments Only,39044.994300000006,17828.370000000003,1,1543.7763,59876.887500000004,57308.405985000005,6978.141199349999,4056.7338,383326.1388,2,-58,4343,European
65,M,Developer IV,MR,Platinum,Retail,121504.3776,40011.84,1,6995.088,1228216.0320000001,364660.05312,152667.38044799995,38104.704,1091008.7423999999,2,-179,4875,Asian
25,F,VP Quality Control,H,Jade,Commercial,152363.88419999997,19332.12,1,1856.2278,747292.8456,444871.2744,275820.190128,47592.1614,1323280.3878,1,-127,4800,Indian
58,F,Desktop Support Technician,H,Jade,Retail,194156.82,25462.8,2,6404.31,1694406.7800000003,78691.92210000001,19766.941028999998,48734.73,516239.46,0,109,11070,European
26,M,Editor,L,Silver,Retail,56797.44,18400.8,1,20.128,310733.07200000004,26119.082880000005,14935.3664832,24534.672000000006,95254.40000000002,3,-202,12191,European
21,M,Developer II,H,Silver,Retail,408120.18,18073.38,1,5415.0096,329166.0372,138578.29986000003,83573.37468480002,23624.0004,1307746.44,1,-284,4560,Pacific Islander
37,F,Sales Associate,MR,Jade,Private Bank,166689.8688,31920.69,1,1222.318,628951.8582,35205.140084,15755.743021200002,23300.6336,1122124.1214,3,93,3444,Indian
51,M,Account Representative IV,H,Jade,Investments Only,57164.173200000005,21107.25,1,2038.5135000000002,65968.99200000001,201713.25024000002,447205.7466432,20836.278000000002,310994.46450000006,1,-1,9568,European
46,F,Software Test Engineer I,L,Platinum,Institutional,66959.8632,22881.780000000002,1,774.8838000000001,890834.8500000001,140942.72055600001,229959.175644,1853.1054000000001,585921.2418000001,2,5,10944,Asian
49,F,Assistant Professor,L,Gold,Retail,129727.97279999999,12115.65,1,4535.978999999999,592524.6159,547459.378326,228166.94090232,76994.5575,1050664.5659999999,1,24,13087,Asian
57,M,Geologist I,H,Gold,Investments Only,203298.5355,35660.08,1,497.6827,471372.32259999996,210350.17072899995,211889.31831970002,24361.5484,283947.1524,0,76,10928,Maori
45,F,Accounting Assistant III,H,Silver,Retail,31634.787600000003,15708.810000000001,1,2247.5895,139653.1032,248501.44718099997,130625.32593123005,4096.497600000001,688482.1086,2,-145,5218,Asian
54,F,Nurse,MR,Gold,Investments Only,305348.02479999996,51505.84,1,7415.9488,239042.39839999998,484257.27792,431733.9885455999,77112.7344,641559.7344,3,-108,7124,European
70,F,Quality Engineer,H,Jade,Commercial,19662.72,24617.600000000002,3,175.33760000000004,810408.88,97588.426752,88118.73497088,4629.113600000001,1028343.9712,1,-185,12758,Pacific Islander
81,M,Software Test Engineer IV,H,Silver,Retail,105509.99040000001,42235.520000000004,1,4025.5744,1328737.9968,126143.76652800002,268055.503872,49428.6336,1459059.7504000003,1,-370,4854,Pacific Islander
